ID,tList
9426,"['GO:0006082' 'GO:0006520' 'GO:0006536' 'GO:0006538' 'GO:0006807'
 'GO:0008152' 'GO:0009056' 'GO:0009063' 'GO:0009064' 'GO:0009065'
 'GO:0009987' 'GO:0016054' 'GO:0019752' 'GO:0043436' 'GO:0043648'
 'GO:0043649' 'GO:0044237' 'GO:0044238' 'GO:0044248' 'GO:0044281'
 'GO:0044282' 'GO:0044699' 'GO:0044710' 'GO:0044763' 'GO:0046395'
 'GO:0071704' 'GO:1901564' 'GO:1901565' 'GO:1901575' 'GO:1901605'
 'GO:1901606']"
9428,"['GO:0009889' 'GO:0009891' 'GO:0009893' 'GO:0009987' 'GO:0010556'
 'GO:0010557' 'GO:0010604' 'GO:0019219' 'GO:0019222' 'GO:0022613'
 'GO:0031323' 'GO:0031325' 'GO:0031326' 'GO:0031328' 'GO:0042254'
 'GO:0043085' 'GO:0044085' 'GO:0044093' 'GO:0045935' 'GO:0048518'
 'GO:0048522' 'GO:0050789' 'GO:0050790' 'GO:0050794' 'GO:0051052'
 'GO:0051054' 'GO:0051171' 'GO:0051173' 'GO:0060255' 'GO:0065007'
 'GO:0065009' 'GO:0071840' 'GO:0080090' 'GO:2000112' 'GO:2000278'
 'GO:2000573']"
9451,['GO:0006950' 'GO:0006979' 'GO:0050896']
9489,"['GO:0006139' 'GO:0006351' 'GO:0006725' 'GO:0006807' 'GO:0008152'
 'GO:0009058' 'GO:0009059' 'GO:0009987' 'GO:0010467' 'GO:0016070'
 'GO:0018130' 'GO:0019438' 'GO:0032774' 'GO:0034641' 'GO:0034645'
 'GO:0034654' 'GO:0043170' 'GO:0044237' 'GO:0044238' 'GO:0044249'
 'GO:0044260' 'GO:0044271' 'GO:0046483' 'GO:0071704' 'GO:0090304'
 'GO:0097659' 'GO:1901360' 'GO:1901362' 'GO:1901576']"
9556,"['GO:0006412' 'GO:0006518' 'GO:0006807' 'GO:0008152' 'GO:0009058'
 'GO:0009059' 'GO:0009987' 'GO:0010467' 'GO:0019538' 'GO:0034641'
 'GO:0034645' 'GO:0043043' 'GO:0043170' 'GO:0043603' 'GO:0043604'
 'GO:0044237' 'GO:0044238' 'GO:0044249' 'GO:0044260' 'GO:0044267'
 'GO:0044271' 'GO:0071704' 'GO:1901564' 'GO:1901566' 'GO:1901576']"
9706,"['GO:0001522' 'GO:0006139' 'GO:0006396' 'GO:0006725' 'GO:0006807'
 'GO:0008152' 'GO:0009451' 'GO:0009987' 'GO:0010467' 'GO:0016070'
 'GO:0034641' 'GO:0043170' 'GO:0043412' 'GO:0044237' 'GO:0044238'
 'GO:0044260' 'GO:0046483' 'GO:0071704' 'GO:0090304' 'GO:1901360']"
9714,"['GO:0000350' 'GO:0000375' 'GO:0000377' 'GO:0000393' 'GO:0000398'
 'GO:0000956' 'GO:0006139' 'GO:0006396' 'GO:0006397' 'GO:0006401'
 'GO:0006402' 'GO:0006403' 'GO:0006725' 'GO:0006807' 'GO:0008152'
 'GO:0008298' 'GO:0008380' 'GO:0009056' 'GO:0009057' 'GO:0009892'
 'GO:0009987' 'GO:0010467' 'GO:0010468' 'GO:0010605' 'GO:0010629'
 'GO:0016043' 'GO:0016070' 'GO:0016071' 'GO:0019222' 'GO:0019439'
 'GO:0022607' 'GO:0022613' 'GO:0022618' 'GO:0033036' 'GO:0034622'
 'GO:0034641' 'GO:0034655' 'GO:0043170' 'GO:0043933' 'GO:0044085'
 'GO:0044237' 'GO:0044238' 'GO:0044248' 'GO:0044260' 'GO:0044265'
 'GO:0044270' 'GO:0046483' 'GO:0046700' 'GO:0048519' 'GO:0050789'
 'GO:0051179' 'GO:0051641' 'GO:0060255' 'GO:0065003' 'GO:0065007'
 'GO:0070727' 'GO:0071025' 'GO:0071027' 'GO:0071028' 'GO:0071030'
 'GO:0071033' 'GO:0071048' 'GO:0071704' 'GO:0071826' 'GO:0071840'
 'GO:0090304' 'GO:1901360' 'GO:1901361' 'GO:1901575']"
9756,"['GO:0006508' 'GO:0006807' 'GO:0008152' 'GO:0009056' 'GO:0009057'
 'GO:0009987' 'GO:0019538' 'GO:0019941' 'GO:0030163' 'GO:0043170'
 'GO:0043632' 'GO:0044237' 'GO:0044238' 'GO:0044248' 'GO:0044257'
 'GO:0044260' 'GO:0044265' 'GO:0044267' 'GO:0051603' 'GO:0071704'
 'GO:1901564' 'GO:1901565' 'GO:1901575']"
9815,"['GO:0006139' 'GO:0006378' 'GO:0006396' 'GO:0006397' 'GO:0006725'
 'GO:0006807' 'GO:0008152' 'GO:0009987' 'GO:0010467' 'GO:0016070'
 'GO:0016071' 'GO:0031123' 'GO:0031124' 'GO:0034641' 'GO:0043170'
 'GO:0043631' 'GO:0044237' 'GO:0044238' 'GO:0044260' 'GO:0046483'
 'GO:0071704' 'GO:0090304' 'GO:1901360']"
9902,"['GO:0006412' 'GO:0006518' 'GO:0006807' 'GO:0008152' 'GO:0009058'
 'GO:0009059' 'GO:0009987' 'GO:0010467' 'GO:0019538' 'GO:0032543'
 'GO:0034641' 'GO:0034645' 'GO:0043043' 'GO:0043170' 'GO:0043603'
 'GO:0043604' 'GO:0044237' 'GO:0044238' 'GO:0044249' 'GO:0044260'
 'GO:0044267' 'GO:0044271' 'GO:0071704' 'GO:0140053' 'GO:1901564'
 'GO:1901566' 'GO:1901576']"
10011,"['GO:0000375' 'GO:0000377' 'GO:0000398' 'GO:0006139' 'GO:0006396'
 'GO:0006397' 'GO:0006725' 'GO:0006807' 'GO:0008152' 'GO:0008380'
 'GO:0009987' 'GO:0010467' 'GO:0016070' 'GO:0016071' 'GO:0034641'
 'GO:0043170' 'GO:0044237' 'GO:0044238' 'GO:0046483' 'GO:0071704'
 'GO:0090304' 'GO:1901360']"
10093,"['GO:0006807' 'GO:0008152' 'GO:0009056' 'GO:0009894' 'GO:0019222'
 'GO:0019538' 'GO:0042176' 'GO:0043170' 'GO:0044238' 'GO:0050789'
 'GO:0051171' 'GO:0051246' 'GO:0060255' 'GO:0065007' 'GO:0071704'
 'GO:0080090' 'GO:1901564']"
10117,"['GO:0006810' 'GO:0009987' 'GO:0044699' 'GO:0044763' 'GO:0044765'
 'GO:0051179' 'GO:0051234' 'GO:0055085' 'GO:1902578']"
10130,"['GO:0006139' 'GO:0006355' 'GO:0006725' 'GO:0006807' 'GO:0008152'
 'GO:0009058' 'GO:0009059' 'GO:0009889' 'GO:0009987' 'GO:0010467'
 'GO:0010468' 'GO:0010556' 'GO:0016070' 'GO:0018130' 'GO:0019219'
 'GO:0019222' 'GO:0019438' 'GO:0031323' 'GO:0031326' 'GO:0032774'
 'GO:0034641' 'GO:0034645' 'GO:0034654' 'GO:0043170' 'GO:0044237'
 'GO:0044238' 'GO:0044249' 'GO:0044260' 'GO:0044271' 'GO:0046483'
 'GO:0050789' 'GO:0050794' 'GO:0051171' 'GO:0051252' 'GO:0060255'
 'GO:0065007' 'GO:0071704' 'GO:0080090' 'GO:0090304' 'GO:0097659'
 'GO:1901360' 'GO:1901362' 'GO:1901576' 'GO:1903506' 'GO:2000112'
 'GO:2001141']"
10170,"['GO:0007154' 'GO:0007165' 'GO:0009987' 'GO:0023052' 'GO:0044699'
 'GO:0044700' 'GO:0044763' 'GO:0050789' 'GO:0050794' 'GO:0050896'
 'GO:0051716' 'GO:0065007']"
10219,"['GO:0006355' 'GO:0009889' 'GO:0010468' 'GO:0010556' 'GO:0019219'
 'GO:0019222' 'GO:0031323' 'GO:0031326' 'GO:0050789' 'GO:0050794'
 'GO:0051171' 'GO:0051252' 'GO:0060255' 'GO:0065007' 'GO:0080090'
 'GO:1903506' 'GO:2000112' 'GO:2001141']"
10241,"['GO:0006412' 'GO:0006464' 'GO:0006518' 'GO:0006807' 'GO:0008152'
 'GO:0009058' 'GO:0009059' 'GO:0009987' 'GO:0010467' 'GO:0018193'
 'GO:0018206' 'GO:0019538' 'GO:0034641' 'GO:0034645' 'GO:0036211'
 'GO:0043043' 'GO:0043170' 'GO:0043412' 'GO:0043603' 'GO:0043604'
 'GO:0044237' 'GO:0044238' 'GO:0044249' 'GO:0044260' 'GO:0044267'
 'GO:0044271' 'GO:0071704' 'GO:1901564' 'GO:1901566' 'GO:1901576']"
10466,"['GO:0006139' 'GO:0006351' 'GO:0006355' 'GO:0006725' 'GO:0006807'
 'GO:0007154' 'GO:0007165' 'GO:0008152' 'GO:0009058' 'GO:0009059'
 'GO:0009719' 'GO:0009725' 'GO:0009733' 'GO:0009734' 'GO:0009755'
 'GO:0009889' 'GO:0009987' 'GO:0010033' 'GO:0010467' 'GO:0010468'
 'GO:0010556' 'GO:0016070' 'GO:0018130' 'GO:0019219' 'GO:0019222'
 'GO:0019438' 'GO:0023052' 'GO:0031323' 'GO:0031326' 'GO:0032774'
 'GO:0032870' 'GO:0034641' 'GO:0034645' 'GO:0034654' 'GO:0042221'
 'GO:0043170' 'GO:0044237' 'GO:0044238' 'GO:0044249' 'GO:0044260'
 'GO:0044271' 'GO:0044699' 'GO:0044700' 'GO:0044763' 'GO:0046483'
 'GO:0050789' 'GO:0050794' 'GO:0050896' 'GO:0051171' 'GO:0051252'
 'GO:0051716' 'GO:0060255' 'GO:0065007' 'GO:0070887' 'GO:0071310'
 'GO:0071365' 'GO:0071495' 'GO:0071704' 'GO:0080090' 'GO:0090304'
 'GO:0097659' 'GO:1901360' 'GO:1901362' 'GO:1901576' 'GO:1903506'
 'GO:2000112' 'GO:2001141']"
10467,"['GO:0006464' 'GO:0006497' 'GO:0006605' 'GO:0006612' 'GO:0006807'
 'GO:0006810' 'GO:0006811' 'GO:0006820' 'GO:0006886' 'GO:0008104'
 'GO:0008152' 'GO:0009058' 'GO:0009059' 'GO:0009987' 'GO:0015031'
 'GO:0015833' 'GO:0018193' 'GO:0018198' 'GO:0018230' 'GO:0018231'
 'GO:0018345' 'GO:0019538' 'GO:0033036' 'GO:0034613' 'GO:0034645'
 'GO:0036211' 'GO:0042157' 'GO:0042158' 'GO:0042886' 'GO:0043170'
 'GO:0043412' 'GO:0043543' 'GO:0044237' 'GO:0044238' 'GO:0044249'
 'GO:0044260' 'GO:0044267' 'GO:0045184' 'GO:0046907' 'GO:0051179'
 'GO:0051234' 'GO:0051641' 'GO:0051649' 'GO:0051668' 'GO:0070727'
 'GO:0071702' 'GO:0071704' 'GO:0071705' 'GO:0072657' 'GO:0090150'
 'GO:1901564' 'GO:1901566' 'GO:1901576']"
10475,"['GO:0006417' 'GO:0009889' 'GO:0009891' 'GO:0009893' 'GO:0010468'
 'GO:0010556' 'GO:0010557' 'GO:0010604' 'GO:0010608' 'GO:0010628'
 'GO:0019222' 'GO:0031323' 'GO:0031325' 'GO:0031326' 'GO:0031328'
 'GO:0032268' 'GO:0032270' 'GO:0034248' 'GO:0034250' 'GO:0045727'
 'GO:0048518' 'GO:0048522' 'GO:0050789' 'GO:0050794' 'GO:0051171'
 'GO:0051173' 'GO:0051246' 'GO:0051247' 'GO:0060255' 'GO:0062125'
 'GO:0065007' 'GO:0070129' 'GO:0070131' 'GO:0080090' 'GO:2000112']"
10557,"['GO:0006139' 'GO:0006351' 'GO:0006355' 'GO:0006357' 'GO:0006725'
 'GO:0006807' 'GO:0008152' 'GO:0009058' 'GO:0009059' 'GO:0009889'
 'GO:0009987' 'GO:0010467' 'GO:0010468' 'GO:0010556' 'GO:0016070'
 'GO:0018130' 'GO:0019219' 'GO:0019222' 'GO:0019438' 'GO:0031323'
 'GO:0031326' 'GO:0032774' 'GO:0034641' 'GO:0034645' 'GO:0034654'
 'GO:0043170' 'GO:0044237' 'GO:0044238' 'GO:0044249' 'GO:0044260'
 'GO:0044271' 'GO:0046483' 'GO:0050789' 'GO:0050794' 'GO:0051171'
 'GO:0051252' 'GO:0060255' 'GO:0065007' 'GO:0071704' 'GO:0080090'
 'GO:0090304' 'GO:0097659' 'GO:1901360' 'GO:1901362' 'GO:1901576'
 'GO:1903506' 'GO:2000112' 'GO:2001141']"
10591,"['GO:0008152' 'GO:0009892' 'GO:0009987' 'GO:0010467' 'GO:0010468'
 'GO:0010605' 'GO:0010629' 'GO:0016458' 'GO:0019222' 'GO:0031047'
 'GO:0043170' 'GO:0044699' 'GO:0044763' 'GO:0048519' 'GO:0050789'
 'GO:0060255' 'GO:0065007' 'GO:0071704']"
10615,"['GO:0006139' 'GO:0006259' 'GO:0006281' 'GO:0006302' 'GO:0006325'
 'GO:0006464' 'GO:0006508' 'GO:0006725' 'GO:0006807' 'GO:0006950'
 'GO:0006974' 'GO:0006996' 'GO:0008152' 'GO:0009987' 'GO:0016043'
 'GO:0016569' 'GO:0016570' 'GO:0016578' 'GO:0016579' 'GO:0019538'
 'GO:0033554' 'GO:0034641' 'GO:0036211' 'GO:0043170' 'GO:0043412'
 'GO:0044237' 'GO:0044238' 'GO:0044260' 'GO:0044267' 'GO:0046483'
 'GO:0050896' 'GO:0051716' 'GO:0070536' 'GO:0070537' 'GO:0070646'
 'GO:0070647' 'GO:0071704' 'GO:0071840' 'GO:0090304' 'GO:1901360'
 'GO:1901564']"
10626,"['GO:0000956' 'GO:0006139' 'GO:0006401' 'GO:0006402' 'GO:0006725'
 'GO:0006807' 'GO:0008152' 'GO:0009056' 'GO:0009057' 'GO:0009892'
 'GO:0009987' 'GO:0010468' 'GO:0010605' 'GO:0010629' 'GO:0016070'
 'GO:0016071' 'GO:0019222' 'GO:0019439' 'GO:0034641' 'GO:0034655'
 'GO:0043170' 'GO:0044237' 'GO:0044238' 'GO:0044248' 'GO:0044260'
 'GO:0044265' 'GO:0044270' 'GO:0046483' 'GO:0046700' 'GO:0048519'
 'GO:0050789' 'GO:0060255' 'GO:0065007' 'GO:0071704' 'GO:0090304'
 'GO:1901360' 'GO:1901361' 'GO:1901575']"
10640,"['GO:0002181' 'GO:0006412' 'GO:0006518' 'GO:0006807' 'GO:0008152'
 'GO:0009058' 'GO:0009059' 'GO:0009987' 'GO:0010467' 'GO:0019538'
 'GO:0022613' 'GO:0034641' 'GO:0034645' 'GO:0042254' 'GO:0042273'
 'GO:0043043' 'GO:0043170' 'GO:0043603' 'GO:0043604' 'GO:0044085'
 'GO:0044237' 'GO:0044238' 'GO:0044249' 'GO:0044260' 'GO:0044267'
 'GO:0044271' 'GO:0071704' 'GO:0071840' 'GO:1901564' 'GO:1901566'
 'GO:1901576']"
10668,"['GO:0006139' 'GO:0006351' 'GO:0006725' 'GO:0006807' 'GO:0008152'
 'GO:0009058' 'GO:0009059' 'GO:0009987' 'GO:0010467' 'GO:0016070'
 'GO:0018130' 'GO:0019438' 'GO:0032774' 'GO:0034641' 'GO:0034645'
 'GO:0034654' 'GO:0043170' 'GO:0044237' 'GO:0044238' 'GO:0044249'
 'GO:0044260' 'GO:0044271' 'GO:0046483' 'GO:0071704' 'GO:0090304'
 'GO:0097659' 'GO:1901360' 'GO:1901362' 'GO:1901576']"
10688,['GO:0010468' 'GO:0019222' 'GO:0050789' 'GO:0060255' 'GO:0065007']
10703,"['GO:0006355' 'GO:0009889' 'GO:0010468' 'GO:0010556' 'GO:0019219'
 'GO:0019222' 'GO:0031323' 'GO:0031326' 'GO:0050789' 'GO:0050794'
 'GO:0051171' 'GO:0051252' 'GO:0060255' 'GO:0065007' 'GO:0080090'
 'GO:1903506' 'GO:2000112' 'GO:2001141']"
10773,['GO:0008152' 'GO:0009058']
10815,"['GO:0006508' 'GO:0006511' 'GO:0006807' 'GO:0008152' 'GO:0009056'
 'GO:0009057' 'GO:0009987' 'GO:0010498' 'GO:0019538' 'GO:0019941'
 'GO:0030163' 'GO:0043161' 'GO:0043170' 'GO:0043632' 'GO:0044237'
 'GO:0044238' 'GO:0044248' 'GO:0044257' 'GO:0044260' 'GO:0044265'
 'GO:0044267' 'GO:0051603' 'GO:0071704' 'GO:1901564' 'GO:1901565'
 'GO:1901575']"
10935,"['GO:0010468' 'GO:0010608' 'GO:0019222' 'GO:0050789' 'GO:0060255'
 'GO:0065007']"
10938,"['GO:0000003' 'GO:0000280' 'GO:0006139' 'GO:0006259' 'GO:0006310'
 'GO:0006725' 'GO:0006807' 'GO:0006996' 'GO:0007049' 'GO:0007127'
 'GO:0007131' 'GO:0008152' 'GO:0009987' 'GO:0016043' 'GO:0022402'
 'GO:0022414' 'GO:0034641' 'GO:0035825' 'GO:0043170' 'GO:0044237'
 'GO:0044238' 'GO:0044260' 'GO:0046483' 'GO:0048285' 'GO:0061982'
 'GO:0071704' 'GO:0071840' 'GO:0090304' 'GO:0140013' 'GO:0140527'
 'GO:1901360' 'GO:1903046']"
10952,['GO:0006810' 'GO:0007034' 'GO:0009987' 'GO:0051179' 'GO:0051234']
11019,"['GO:0006139' 'GO:0006163' 'GO:0006164' 'GO:0006188' 'GO:0006725'
 'GO:0006753' 'GO:0006793' 'GO:0006796' 'GO:0006807' 'GO:0008152'
 'GO:0009058' 'GO:0009117' 'GO:0009123' 'GO:0009124' 'GO:0009126'
 'GO:0009127' 'GO:0009150' 'GO:0009152' 'GO:0009156' 'GO:0009161'
 'GO:0009165' 'GO:0009167' 'GO:0009168' 'GO:0009259' 'GO:0009260'
 'GO:0009987' 'GO:0018130' 'GO:0019438' 'GO:0019637' 'GO:0019693'
 'GO:0032261' 'GO:0032264' 'GO:0034641' 'GO:0034654' 'GO:0043094'
 'GO:0043101' 'GO:0043173' 'GO:0044237' 'GO:0044238' 'GO:0044249'
 'GO:0044271' 'GO:0044281' 'GO:0044699' 'GO:0044710' 'GO:0044711'
 'GO:0044763' 'GO:0046033' 'GO:0046040' 'GO:0046390' 'GO:0046483'
 'GO:0055086' 'GO:0071704' 'GO:0072521' 'GO:0072522' 'GO:0090407'
 'GO:1901135' 'GO:1901137' 'GO:1901293' 'GO:1901360' 'GO:1901362'
 'GO:1901564' 'GO:1901566' 'GO:1901576']"
11036,"['GO:0006810' 'GO:0006811' 'GO:0006820' 'GO:0008104' 'GO:0015031'
 'GO:0015833' 'GO:0033036' 'GO:0042886' 'GO:0045184' 'GO:0051179'
 'GO:0051234' 'GO:0071702' 'GO:0071705']"
11052,"['GO:0006464' 'GO:0006807' 'GO:0008152' 'GO:0009987' 'GO:0016567'
 'GO:0019538' 'GO:0032446' 'GO:0036211' 'GO:0043170' 'GO:0043412'
 'GO:0044237' 'GO:0044238' 'GO:0044260' 'GO:0044267' 'GO:0070647'
 'GO:0071704' 'GO:1901564']"
11069,"['GO:0000272' 'GO:0005975' 'GO:0005976' 'GO:0008152' 'GO:0009056'
 'GO:0009057' 'GO:0009987' 'GO:0010393' 'GO:0016043' 'GO:0016052'
 'GO:0042545' 'GO:0043170' 'GO:0044238' 'GO:0045229' 'GO:0045488'
 'GO:0045490' 'GO:0071554' 'GO:0071555' 'GO:0071704' 'GO:0071840'
 'GO:1901575']"
11225,"['GO:0000209' 'GO:0006464' 'GO:0006508' 'GO:0006807' 'GO:0008152'
 'GO:0009056' 'GO:0009057' 'GO:0009893' 'GO:0009894' 'GO:0009896'
 'GO:0009987' 'GO:0010604' 'GO:0016567' 'GO:0019222' 'GO:0019538'
 'GO:0019941' 'GO:0030162' 'GO:0030163' 'GO:0031323' 'GO:0031325'
 'GO:0031329' 'GO:0031331' 'GO:0032268' 'GO:0032270' 'GO:0032434'
 'GO:0032436' 'GO:0032446' 'GO:0036211' 'GO:0042176' 'GO:0043170'
 'GO:0043412' 'GO:0043632' 'GO:0044237' 'GO:0044238' 'GO:0044248'
 'GO:0044257' 'GO:0044260' 'GO:0044265' 'GO:0044267' 'GO:0045732'
 'GO:0045862' 'GO:0048518' 'GO:0048522' 'GO:0050789' 'GO:0050794'
 'GO:0051171' 'GO:0051173' 'GO:0051246' 'GO:0051247' 'GO:0051603'
 'GO:0060255' 'GO:0061136' 'GO:0065007' 'GO:0070647' 'GO:0071704'
 'GO:0080090' 'GO:1901564' 'GO:1901565' 'GO:1901575' 'GO:1901800'
 'GO:1903050' 'GO:1903052' 'GO:1903362' 'GO:1903364' 'GO:2000058'
 'GO:2000060']"
11239,['GO:0005975' 'GO:0008152' 'GO:0044238' 'GO:0071704']
11257,"['GO:0009719' 'GO:0009725' 'GO:0009733' 'GO:0010033' 'GO:0042221'
 'GO:0050896']"
11321,"['GO:0000003' 'GO:0006949' 'GO:0009653' 'GO:0009987' 'GO:0019953'
 'GO:0022414' 'GO:0032502' 'GO:0044703' 'GO:0048646' 'GO:0048856'
 'GO:0051704']"
11364,"['GO:0006139' 'GO:0006351' 'GO:0006383' 'GO:0006725' 'GO:0006807'
 'GO:0008152' 'GO:0009058' 'GO:0009059' 'GO:0009987' 'GO:0010467'
 'GO:0016070' 'GO:0018130' 'GO:0019438' 'GO:0032774' 'GO:0034641'
 'GO:0034645' 'GO:0034654' 'GO:0043170' 'GO:0044237' 'GO:0044238'
 'GO:0044249' 'GO:0044260' 'GO:0044271' 'GO:0046483' 'GO:0071704'
 'GO:0090304' 'GO:0097659' 'GO:1901360' 'GO:1901362' 'GO:1901576']"
11367,"['GO:0006139' 'GO:0006725' 'GO:0006807' 'GO:0008152' 'GO:0009987'
 'GO:0016070' 'GO:0034641' 'GO:0043170' 'GO:0043412' 'GO:0044237'
 'GO:0044238' 'GO:0046483' 'GO:0071704' 'GO:0090304' 'GO:1901360']"
11390,"['GO:0005975' 'GO:0005984' 'GO:0005985' 'GO:0005986' 'GO:0008152'
 'GO:0009058' 'GO:0009311' 'GO:0009312' 'GO:0009987' 'GO:0016051'
 'GO:0034637' 'GO:0044237' 'GO:0044238' 'GO:0044249' 'GO:0044262'
 'GO:0044699' 'GO:0044710' 'GO:0044711' 'GO:0044723' 'GO:0044763'
 'GO:0046351' 'GO:0071704' 'GO:1901576']"
11403,['GO:0006457' 'GO:0009987']
11407,"['GO:0006464' 'GO:0006508' 'GO:0006807' 'GO:0008152' 'GO:0009987'
 'GO:0016579' 'GO:0019538' 'GO:0036211' 'GO:0043170' 'GO:0043412'
 'GO:0044237' 'GO:0044238' 'GO:0044260' 'GO:0044267' 'GO:0070646'
 'GO:0070647' 'GO:0071704' 'GO:1901564']"
11434,"['GO:0006139' 'GO:0006351' 'GO:0006355' 'GO:0006725' 'GO:0006807'
 'GO:0008152' 'GO:0009058' 'GO:0009059' 'GO:0009889' 'GO:0009987'
 'GO:0010467' 'GO:0010468' 'GO:0010556' 'GO:0016070' 'GO:0018130'
 'GO:0019219' 'GO:0019222' 'GO:0019438' 'GO:0031323' 'GO:0031326'
 'GO:0032774' 'GO:0034641' 'GO:0034645' 'GO:0034654' 'GO:0043170'
 'GO:0044237' 'GO:0044238' 'GO:0044249' 'GO:0044260' 'GO:0044271'
 'GO:0046483' 'GO:0050789' 'GO:0050794' 'GO:0051171' 'GO:0051252'
 'GO:0060255' 'GO:0065007' 'GO:0071704' 'GO:0080090' 'GO:0090304'
 'GO:0097659' 'GO:1901360' 'GO:1901362' 'GO:1901576' 'GO:1903506'
 'GO:2000112' 'GO:2001141']"
11558,"['GO:0006810' 'GO:0006886' 'GO:0008104' 'GO:0009987' 'GO:0015031'
 'GO:0033036' 'GO:0034613' 'GO:0045184' 'GO:0046907' 'GO:0051179'
 'GO:0051234' 'GO:0051641' 'GO:0051649' 'GO:0070727' 'GO:0071702'
 'GO:0071705']"
11606,"['GO:0006139' 'GO:0006259' 'GO:0006260' 'GO:0006261' 'GO:0006271'
 'GO:0006273' 'GO:0006281' 'GO:0006284' 'GO:0006401' 'GO:0006725'
 'GO:0006807' 'GO:0006950' 'GO:0006974' 'GO:0008152' 'GO:0009056'
 'GO:0009057' 'GO:0009058' 'GO:0009059' 'GO:0009987' 'GO:0016070'
 'GO:0019439' 'GO:0022616' 'GO:0033554' 'GO:0033567' 'GO:0034641'
 'GO:0034645' 'GO:0034655' 'GO:0043137' 'GO:0043170' 'GO:0044237'
 'GO:0044238' 'GO:0044248' 'GO:0044249' 'GO:0044260' 'GO:0044265'
 'GO:0044270' 'GO:0046483' 'GO:0046700' 'GO:0050896' 'GO:0051716'
 'GO:0071704' 'GO:0090304' 'GO:1901360' 'GO:1901361' 'GO:1901575'
 'GO:1901576']"
11732,"['GO:0006082' 'GO:0006629' 'GO:0006631' 'GO:0006633' 'GO:0008152'
 'GO:0008610' 'GO:0009058' 'GO:0009987' 'GO:0016053' 'GO:0019752'
 'GO:0032787' 'GO:0043436' 'GO:0044237' 'GO:0044238' 'GO:0044249'
 'GO:0044255' 'GO:0044281' 'GO:0044283' 'GO:0044699' 'GO:0044710'
 'GO:0044711' 'GO:0044763' 'GO:0046394' 'GO:0071704' 'GO:0072330'
 'GO:1901576']"
11793,"['GO:0006139' 'GO:0006351' 'GO:0006725' 'GO:0006807' 'GO:0007275'
 'GO:0008152' 'GO:0009058' 'GO:0009059' 'GO:0009987' 'GO:0010467'
 'GO:0016070' 'GO:0018130' 'GO:0019438' 'GO:0032501' 'GO:0032502'
 'GO:0032774' 'GO:0034641' 'GO:0034645' 'GO:0034654' 'GO:0043170'
 'GO:0044237' 'GO:0044238' 'GO:0044249' 'GO:0044260' 'GO:0044271'
 'GO:0044699' 'GO:0044707' 'GO:0044767' 'GO:0046483' 'GO:0048856'
 'GO:0071704' 'GO:0090304' 'GO:0097659' 'GO:1901360' 'GO:1901362'
 'GO:1901576']"
11801,['GO:0006807' 'GO:0008152']
11809,"['GO:0009987' 'GO:0019725' 'GO:0042592' 'GO:0044699' 'GO:0044763'
 'GO:0045454' 'GO:0050789' 'GO:0050794' 'GO:0065007' 'GO:0065008']"
11835,"['GO:0000079' 'GO:0001932' 'GO:0006464' 'GO:0006468' 'GO:0006793'
 'GO:0006796' 'GO:0006807' 'GO:0007049' 'GO:0008152' 'GO:0009987'
 'GO:0016310' 'GO:0019220' 'GO:0019222' 'GO:0019538' 'GO:0031323'
 'GO:0031399' 'GO:0032268' 'GO:0036211' 'GO:0042325' 'GO:0043170'
 'GO:0043412' 'GO:0043549' 'GO:0044237' 'GO:0044238' 'GO:0044260'
 'GO:0044267' 'GO:0044699' 'GO:0044763' 'GO:0045859' 'GO:0050789'
 'GO:0050790' 'GO:0050794' 'GO:0051171' 'GO:0051174' 'GO:0051246'
 'GO:0051338' 'GO:0051726' 'GO:0060255' 'GO:0065007' 'GO:0065009'
 'GO:0071704' 'GO:0071900' 'GO:0080090' 'GO:1901564' 'GO:1904029']"
11957,"['GO:0000272' 'GO:0005975' 'GO:0005976' 'GO:0006022' 'GO:0006026'
 'GO:0006030' 'GO:0006032' 'GO:0006040' 'GO:0006807' 'GO:0006950'
 'GO:0006952' 'GO:0008152' 'GO:0009056' 'GO:0009057' 'GO:0009987'
 'GO:0016052' 'GO:0016998' 'GO:0043170' 'GO:0044036' 'GO:0044237'
 'GO:0044238' 'GO:0044248' 'GO:0044260' 'GO:0044265' 'GO:0046348'
 'GO:0050896' 'GO:0071554' 'GO:0071704' 'GO:1901071' 'GO:1901072'
 'GO:1901135' 'GO:1901136' 'GO:1901564' 'GO:1901565' 'GO:1901575']"
11964,"['GO:0006950' 'GO:0009266' 'GO:0009409' 'GO:0009628' 'GO:0050826'
 'GO:0050896']"
12025,"['GO:0006810' 'GO:0006811' 'GO:0006812' 'GO:0015693' 'GO:0030001'
 'GO:0051179' 'GO:0051234']"
12084,"['GO:0005975' 'GO:0005984' 'GO:0005991' 'GO:0005992' 'GO:0008152'
 'GO:0009058' 'GO:0009311' 'GO:0009312' 'GO:0009987' 'GO:0016051'
 'GO:0034637' 'GO:0044237' 'GO:0044238' 'GO:0044249' 'GO:0044262'
 'GO:0044699' 'GO:0044710' 'GO:0044711' 'GO:0044723' 'GO:0044763'
 'GO:0046351' 'GO:0071704' 'GO:1901576']"
