source,target,score
2592,14210,24.52
2592,18577,24.54
2592,16464,24.59
2592,11225,24.6
2592,3948,24.65
2592,15723,24.66
2592,16496,24.68
2592,6099,24.68
2592,16176,24.69
2592,13080,24.71
2592,16011,24.71
2592,9451,24.71
2617,4765,22.31
2617,18823,22.96
2617,5323,23.99
2617,10117,24.02
2617,8987,24.25
2617,5265,24.27
2617,18396,24.38
2617,20184,24.44
2617,14122,24.56
2617,8828,24.57
2617,9714,24.64
2617,7384,24.66
2617,2750,24.68
2645,14863,19.84
2645,15927,20.47
2645,11403,20.55
2645,20649,20.62
2645,6063,20.74
2645,9218,20.86
2645,25716,20.98
2645,20691,21.45
2645,8627,21.61
2645,22642,21.83
2645,25611,21.95
2645,8161,22.01
2645,13755,22.09
2645,23456,22.36
2645,21687,22.49
2645,16952,22.51
2645,13602,22.55
2645,21502,22.62
2645,19827,22.79
2645,12204,22.85
2645,13009,22.88
2645,15950,23.05
2645,15902,23.15
2645,13675,23.19
2645,15145,23.22
2645,2840,23.28
2645,6604,23.31
2645,10938,23.36
2645,15267,23.4
2645,10952,23.47
2645,7933,23.47
2645,2792,23.48
2645,13080,23.49
2645,17466,23.51
2645,3504,23.56
2645,20724,23.63
2645,10475,23.67
2645,11835,23.68
2645,9451,23.7
2645,7702,23.73
2645,22637,23.75
2645,21394,23.76
2645,19833,23.87
2645,11809,23.93
2645,14266,23.94
2645,3990,23.94
2645,20358,23.94
2645,20782,24.04
2645,5994,24.05
2645,24504,24.05
2645,17650,24.05
2645,10241,24.05
2645,3252,24.07
2645,10815,24.09
2645,24545,24.11
2645,25382,24.11
2645,18314,24.11
2645,10703,24.15
2645,5559,24.16
2645,18075,24.17
2645,8054,24.18
2645,4681,24.19
2645,22953,24.2
2645,23680,24.23
2645,6966,24.23
2645,6646,24.25
2645,26117,24.27
2645,7299,24.27
2645,6124,24.28
2645,11793,24.32
2645,23994,24.33
2645,11964,24.33
2645,15679,24.33
2645,19763,24.35
2645,4299,24.4
2645,5323,24.41
2645,24397,24.41
2645,19436,24.41
2645,14411,24.41
2645,24579,24.42
2645,20009,24.44
2645,19792,24.44
2645,13393,24.45
2645,11407,24.45
2645,18655,24.49
2645,13588,24.5
2645,20647,24.5
2645,20730,24.51
2645,23775,24.52
2645,22939,24.55
2645,21708,24.55
2645,18981,24.57
2645,21391,24.57
2645,17194,24.57
2645,8084,24.58
2645,16550,24.6
2645,17451,24.61
2645,23103,24.63
2645,24251,24.64
2645,15565,24.64
2645,15813,24.65
2645,9328,24.67
2645,20674,24.67
2645,13447,24.67
2645,7762,24.7
2645,13680,24.7
2662,24003,19.89
2662,7678,21.52
2662,19192,22.03
2662,23993,22.48
2662,8404,22.81
2662,15929,22.83
2662,13009,22.85
2662,19763,22.88
2662,6018,22.97
2662,5994,22.99
2662,4688,23.05
2662,24114,23.12
2662,16492,23.13
2662,20624,23.14
2662,19663,23.21
2662,25860,23.27
2662,23151,23.34
2662,22944,23.37
2662,10170,23.61
2662,15873,23.67
2662,23270,23.68
2662,22191,23.79
2662,12084,23.82
2662,11407,23.84
2662,10591,23.89
2662,13837,23.9
2662,19413,23.9
2662,10467,23.95
2662,23775,24.08
2662,19403,24.1
2662,14559,24.11
2662,10615,24.17
2662,3316,24.18
2662,5092,24.24
2662,9218,24.27
2662,23736,24.27
2662,7148,24.31
2662,9815,24.33
2662,7115,24.33
2662,2979,24.34
2662,10773,24.34
2662,21550,24.36
2662,19846,24.39
2662,17650,24.4
2662,16691,24.42
2662,19271,24.44
2662,25812,24.44
2662,3028,24.46
2662,16496,24.48
2662,9426,24.49
2662,13447,24.5
2662,16984,24.5
2662,21391,24.51
2662,22145,24.53
2662,14210,24.55
2662,17938,24.56
2662,25716,24.57
2662,19786,24.58
2662,17956,24.59
2662,19419,24.61
2662,10668,24.62
2662,18019,24.63
2662,16384,24.63
2662,14656,24.63
2662,2792,24.66
2662,7600,24.66
2662,20289,24.67
2662,21708,24.71
2662,6346,24.72
2701,13638,22.03
2701,18696,22.04
2701,13620,22.62
2701,3118,22.64
2701,17230,22.92
2701,25005,23.03
2701,18577,23.11
2701,8331,23.11
2701,18705,23.18
2701,12284,23.42
2701,5092,23.46
2701,14133,23.54
2701,21185,23.62
2701,4933,23.78
2701,16277,23.84
2701,23544,23.85
2701,3263,23.86
2701,19240,23.86
2701,18915,23.92
2701,7299,23.93
2701,11367,23.94
2701,10688,23.98
2701,11434,24.01
2701,25677,24.02
2701,5592,24.03
2701,16638,24.12
2701,16722,24.13
2701,22145,24.18
2701,13118,24.18
2701,3218,24.22
2701,10130,24.24
2701,14266,24.26
2701,10557,24.26
2701,13447,24.29
2701,15752,24.3
2701,15321,24.32
2701,2750,24.35
2701,3990,24.39
2701,26117,24.45
2701,18075,24.47
2701,16984,24.48
2701,5896,24.52
2701,20184,24.61
2701,5182,24.63
2701,12204,24.63
2701,4533,24.66
2701,5544,24.68
2701,18952,24.69
2701,3983,24.7
2701,23176,24.7
2701,11036,24.71
2701,24418,24.72
2750,7264,22.91
2750,15565,23.25
2750,11434,23.37
2750,18075,23.54
2750,11367,23.56
2750,18696,23.61
2750,8331,23.66
2750,18952,23.78
2750,22083,23.8
2750,5896,23.88
2750,11052,23.88
2750,13620,23.97
2750,19240,24.06
2750,7353,24.07
2750,24579,24.13
2750,5592,24.17
2750,3118,24.18
2750,11732,24.21
2750,25557,24.22
2750,13638,24.27
2750,17402,24.33
2750,14624,24.34
2750,24674,24.36
2750,20691,24.39
2750,8574,24.44
2750,22645,24.45
2750,24418,24.45
2750,10688,24.47
2750,17486,24.49
2750,17823,24.49
2750,24766,24.54
2750,18516,24.56
2750,7299,24.56
2750,25005,24.59
2750,16011,24.61
2750,18577,24.61
2750,6901,24.61
2750,16181,24.65
2750,13450,24.66
2750,12284,24.71
2750,4533,24.71
2791,2872,20.18
2791,18705,21.41
2791,10626,22.45
2791,3948,22.65
2791,24494,23.34
2791,4536,23.46
2791,23522,23.61
2791,17233,23.62
2791,15913,23.66
2791,25557,23.75
2791,23793,23.78
2791,24728,23.78
2791,15321,23.86
2791,25357,23.89
2791,11036,23.93
2791,19846,23.96
2791,6346,24.05
2791,13638,24.1
2791,21708,24.12
2791,7384,24.18
2791,10170,24.21
2791,6901,24.21
2791,23385,24.24
2791,4422,24.24
2791,13080,24.27
2791,14624,24.27
2791,17798,24.28
2791,6966,24.28
2791,19238,24.35
2791,25753,24.35
2791,11069,24.36
2791,10557,24.38
2791,24766,24.4
2791,11390,24.41
2791,19349,24.41
2791,11434,24.45
2791,22872,24.51
2791,18396,24.51
2791,11367,24.53
2791,13393,24.55
2791,18147,24.57
2791,18516,24.63
2791,8574,24.64
2791,15813,24.64
2791,24545,24.66
2791,13044,24.66
2791,8331,24.67
2791,7678,24.67
2791,24344,24.68
2791,19833,24.68
2791,17402,24.68
2791,6298,24.69
2791,10466,24.71
2791,18915,24.72
2791,10130,24.72
2792,13080,21.69
2792,24114,21.9
2792,24504,22.16
2792,11809,22.44
2792,10773,22.64
2792,17938,22.89
2792,21391,22.93
2792,17650,22.98
2792,21394,23.02
2792,13393,23.07
2792,13009,23.14
2792,23151,23.16
2792,11364,23.16
2792,10241,23.18
2792,12204,23.22
2792,9420,23.24
2792,15902,23.28
2792,11835,23.3
2792,11403,23.3
2792,18914,23.38
2792,23456,23.39
2792,4299,23.45
2792,15927,23.47
2792,19436,23.49
2792,25860,23.5
2792,22953,23.55
2792,22203,23.55
2792,5994,23.56
2792,18997,23.59
2792,7194,23.64
2792,6063,23.65
2792,25611,23.65
2792,25382,23.75
2792,23715,23.78
2792,19833,23.8
2792,12201,23.86
2792,22872,23.86
2792,21687,23.86
2792,25716,23.89
2792,8627,23.91
2792,24003,23.97
2792,10815,24.01
2792,13602,24.02
2792,15950,24.03
2792,18901,24.04
2792,9203,24.06
2792,14863,24.09
2792,18075,24.12
2792,10668,24.12
2792,11558,24.14
2792,20724,24.16
2792,7933,24.17
2792,7384,24.22
2792,20289,24.22
2792,17630,24.25
2792,18314,24.27
2792,8374,24.29
2792,14505,24.29
2792,20058,24.3
2792,23339,24.33
2792,18962,24.38
2792,11225,24.42
2792,8682,24.42
2792,13158,24.42
2792,13044,24.43
2792,20292,24.45
2792,19340,24.47
2792,22642,24.48
2792,3871,24.49
2792,23270,24.5
2792,15641,24.52
2792,18577,24.54
2792,14559,24.57
2792,13588,24.61
2792,7148,24.65
2792,18147,24.66
2792,15321,24.68
2792,25812,24.68
2792,25753,24.71
2792,14719,24.71
2792,16984,24.72
2840,15641,18.37
2840,24251,19.48
2840,20691,20.04
2840,8161,20.5
2840,10093,20.85
2840,15267,20.91
2840,18624,21.36
2840,9420,21.87
2840,15902,21.89
2840,20649,22.02
2840,18314,22.05
2840,10815,22.1
2840,22953,22.14
2840,6604,22.16
2840,13447,22.21
2840,13675,22.29
2840,23994,22.52
2840,11558,22.62
2840,9218,22.62
2840,17938,22.76
2840,11809,22.76
2840,22637,22.76
2840,25044,22.78
2840,23680,22.79
2840,14411,22.83
2840,5182,22.87
2840,20724,22.93
2840,5205,22.93
2840,12854,22.96
2840,5544,22.97
2840,5323,22.97
2840,9902,23.09
2840,19827,23.1
2840,13450,23.16
2840,14505,23.18
2840,19436,23.21
2840,3252,23.24
2840,20674,23.29
2840,4558,23.31
2840,10475,23.31
2840,18655,23.35
2840,21391,23.36
2840,2985,23.38
2840,3334,23.39
2840,22642,23.39
2840,21708,23.4
2840,21554,23.42
2840,3504,23.43
2840,15929,23.46
2840,22363,23.51
2840,19758,23.62
2840,10011,23.68
2840,13680,23.7
2840,7148,23.7
2840,25860,23.71
2840,19833,23.73
2840,5559,23.75
2840,4933,23.82
2840,15813,23.83
2840,24397,23.85
2840,19340,23.86
2840,20647,23.86
2840,9556,23.87
2840,17823,23.88
2840,18901,23.92
2840,26117,23.93
2840,13393,23.93
2840,17765,23.94
2840,16984,23.95
2840,19763,23.95
2840,8631,23.96
2840,20211,24.01
2840,13628,24.02
2840,16496,24.03
2840,23298,24.05
2840,13009,24.09
2840,17233,24.11
2840,10615,24.11
2840,4299,24.15
2840,18856,24.15
2840,14133,24.15
2840,9203,24.15
2840,23151,24.17
2840,4688,24.18
2840,7702,24.18
2840,19271,24.2
2840,11606,24.23
2840,7933,24.24
2840,11801,24.25
2840,24579,24.27
2840,16455,24.27
2840,14266,24.27
2840,3990,24.28
2840,14719,24.29
2840,19192,24.31
2840,24000,24.32
2840,13843,24.32
2840,18293,24.33
2840,19098,24.36
2840,5395,24.36
2840,11835,24.36
2840,11052,24.36
2840,6018,24.37
2840,15746,24.39
2840,14559,24.39
2840,20521,24.46
2840,17451,24.5
2840,25812,24.51
2840,7762,24.52
2840,4508,24.53
2840,16952,24.54
2840,3079,24.54
2840,6124,24.57
2840,22872,24.57
2840,11364,24.6
2840,3028,24.6
2840,22105,24.6
2840,13286,24.62
2840,7191,24.63
2840,8758,24.63
2840,19633,24.63
2840,5994,24.65
2840,18981,24.7
2872,24494,22.01
2872,6346,23.06
2872,11257,23.1
2872,18516,23.13
2872,10626,23.14
2872,25677,23.56
2872,23522,23.67
2872,18705,23.67
2872,22440,23.72
2872,16550,23.8
2872,7678,24.2
2872,18147,24.34
2872,7384,24.47
2872,24344,24.49
2872,14133,24.5
2872,19098,24.5
2872,20292,24.51
2872,19663,24.52
2872,23103,24.52
2872,13837,24.53
2872,13286,24.54
2872,17630,24.54
2872,11321,24.54
2872,24114,24.58
2872,17650,24.58
2872,11809,24.6
2872,10668,24.61
2872,23385,24.61
2872,15873,24.63
2872,4681,24.65
2872,10170,24.66
2872,10467,24.67
2872,24545,24.67
2872,6966,24.67
2872,10130,24.71
2872,16984,24.72
2935,15510,22.17
2935,16176,22.48
2935,20184,22.71
2935,7391,22.75
2935,24162,23.45
2935,3764,23.53
2935,12284,23.8
2935,23779,23.93
2935,3252,24.0
2935,12858,24.04
2935,16984,24.13
2935,17798,24.19
2935,25044,24.31
2935,24113,24.31
2935,14464,24.34
2935,17486,24.38
2935,4513,24.38
2935,14719,24.41
2935,22916,24.45
2935,15928,24.47
2935,8054,24.5
2935,9218,24.57
2935,10591,24.59
2935,12094,24.59
2935,16032,24.64
2935,11558,24.65
2935,23736,24.66
2935,21780,24.69
2979,13016,22.3
2979,22576,22.88
2979,15134,23.4
2979,12858,23.4
2979,18696,23.57
2979,11257,23.69
2979,7702,23.7
2979,5994,23.87
2979,15510,23.93
2979,10591,24.02
2979,23176,24.08
2979,8681,24.14
2979,8404,24.15
2979,22645,24.16
2979,16277,24.17
2979,15752,24.2
2979,7264,24.21
2979,9426,24.25
2979,9756,24.26
2979,15913,24.27
2979,19878,24.29
2979,14656,24.33
2979,10668,24.35
2979,5536,24.36
2979,23879,24.37
2979,22145,24.42
2979,20292,24.42
2979,11434,24.44
2979,15992,24.46
2979,20624,24.47
2979,18396,24.48
2979,10219,24.48
2979,11732,24.5
2979,15813,24.55
2979,14411,24.58
2979,13393,24.58
2979,10130,24.58
2979,11793,24.6
2979,25677,24.61
2979,16032,24.64
2979,12284,24.65
2979,5092,24.66
2979,14559,24.67
2979,25860,24.67
2979,9714,24.67
2979,3990,24.68
2979,16691,24.72
2985,19098,20.62
2985,3252,20.72
2985,19827,21.41
2985,23994,22.1
2985,18981,22.28
2985,17630,22.28
2985,11558,22.37
2985,23116,22.53
2985,21554,22.64
2985,7933,22.67
2985,9902,22.68
2985,8054,22.81
2985,22941,22.84
2985,20649,22.91
2985,24251,22.99
2985,18624,23.09
2985,10952,23.09
2985,13628,23.11
2985,24386,23.13
2985,17194,23.14
2985,18655,23.17
2985,22872,23.18
2985,10093,23.26
2985,19431,23.54
2985,15641,23.54
2985,23298,23.54
2985,13450,23.61
2985,17765,23.63
2985,4681,23.65
2985,18516,23.7
2985,23879,23.74
2985,6018,23.75
2985,12284,23.76
2985,16421,23.8
2985,10938,23.81
2985,7702,23.83
2985,14266,23.85
2985,18901,23.86
2985,20724,23.89
2985,5205,23.9
2985,8574,23.91
2985,5412,24.0
2985,8161,24.02
2985,11809,24.04
2985,17451,24.05
2985,4508,24.05
2985,19758,24.06
2985,6604,24.09
2985,19340,24.09
2985,13837,24.1
2985,22916,24.22
2985,11052,24.24
2985,5182,24.26
2985,7115,24.29
2985,18605,24.29
2985,10466,24.31
2985,18856,24.35
2985,23680,24.35
2985,10935,24.35
2985,23456,24.36
2985,10815,24.36
2985,23779,24.37
2985,13675,24.39
2985,3028,24.39
2985,25044,24.4
2985,11606,24.4
2985,9218,24.42
2985,16492,24.42
2985,7391,24.42
2985,7191,24.42
2985,20674,24.45
2985,3504,24.47
2985,10475,24.51
2985,9489,24.51
2985,22105,24.53
2985,24494,24.59
2985,12094,24.6
2985,13366,24.61
2985,10773,24.62
2985,20211,24.63
2985,6646,24.63
2985,9556,24.67
2985,9426,24.69
3028,5092,23.05
3028,24000,23.06
3028,20000,23.13
3028,23879,23.31
3028,9489,23.68
3028,16011,23.77
3028,19403,23.78
3028,24386,23.85
3028,10591,23.86
3028,10011,23.88
3028,18605,23.93
3028,9815,23.97
3028,4558,24.06
3028,19192,24.06
3028,15992,24.07
3028,10466,24.09
3028,22145,24.12
3028,4688,24.17
3028,13602,24.2
3028,14210,24.24
3028,11606,24.25
3028,10773,24.29
3028,23522,24.3
3028,18516,24.38
3028,20647,24.41
3028,18952,24.43
3028,23993,24.47
3028,16799,24.48
3028,24003,24.5
3028,5265,24.52
3028,4933,24.53
3028,3983,24.54
3028,5263,24.58
3028,16722,24.58
3028,23544,24.61
3028,20649,24.61
3028,13628,24.62
3028,20292,24.63
3028,19692,24.63
3028,22191,24.63
3028,13837,24.64
3028,16492,24.66
3028,17823,24.67
3028,24251,24.71
3028,8404,24.72
3079,19489,15.57
3079,5263,18.77
3079,22916,19.12
3079,22191,20.34
3079,18856,20.73
3079,19340,20.97
3079,5544,21.16
3079,11364,21.73
3079,16549,21.81
3079,14133,21.86
3079,16492,22.02
3079,11558,22.12
3079,20289,22.13
3079,21391,22.17
3079,22105,22.31
3079,3871,22.32
3079,18901,22.36
3079,4508,22.36
3079,7329,22.53
3079,8621,22.54
3079,17765,22.57
3079,7148,22.65
3079,18997,22.72
3079,21112,22.76
3079,24251,22.79
3079,12854,22.8
3079,4558,22.85
3079,19758,22.93
3079,5412,22.97
3079,7115,22.98
3079,11801,22.99
3079,20624,22.99
3079,14464,23.02
3079,18314,23.06
3079,19833,23.16
3079,25005,23.19
3079,14411,23.2
3079,10935,23.2
3079,13843,23.26
3079,19349,23.26
3079,18293,23.29
3079,17938,23.34
3079,24203,23.35
3079,12201,23.41
3079,15577,23.42
3079,19633,23.45
3079,4736,23.45
3079,10815,23.46
3079,8404,23.51
3079,6099,23.54
3079,23460,23.58
3079,3592,23.58
3079,19413,23.59
3079,4688,23.63
3079,23298,23.67
3079,24003,23.71
3079,6425,23.71
3079,3334,23.78
3079,24229,23.81
3079,5536,23.85
3079,10093,23.87
3079,25027,23.9
3079,22642,23.92
3079,20521,23.92
3079,25860,23.96
3079,25382,23.96
3079,9902,23.99
3079,12617,24.01
3079,14210,24.08
3079,15873,24.19
3079,15902,24.21
3079,18624,24.22
3079,10615,24.24
3079,23775,24.26
3079,15928,24.26
3079,15641,24.29
3079,10591,24.29
3079,13673,24.31
3079,4422,24.31
3079,13118,24.34
3079,23993,24.37
3079,16496,24.44
3079,10466,24.46
3079,25044,24.47
3079,8631,24.48
3079,23879,24.49
3079,19431,24.5
3079,19663,24.51
3079,16032,24.52
3079,10011,24.54
3079,13620,24.54
3079,20724,24.54
3079,20649,24.55
3079,10241,24.56
3079,26117,24.58
3079,14559,24.59
3079,10467,24.6
3079,24284,24.6
3079,10773,24.61
3079,5205,24.62
3079,3764,24.65
3079,9426,24.66
3079,24237,24.66
3079,19192,24.72
3118,7264,21.96
3118,16984,22.99
3118,15894,23.21
3118,5092,23.63
3118,11019,23.65
3118,17230,23.71
3118,22083,23.8
3118,11793,23.81
3118,15510,23.85
3118,4536,23.89
3118,3263,23.96
3118,8331,24.03
3118,19238,24.09
3118,13620,24.11
3118,25005,24.12
3118,9328,24.14
3118,18952,24.15
3118,11052,24.16
3118,18696,24.17
3118,13286,24.2
3118,24989,24.2
3118,25677,24.23
3118,13628,24.24
3118,16421,24.24
3118,7299,24.31
3118,16277,24.34
3118,6646,24.34
3118,15760,24.35
3118,19291,24.36
3118,18395,24.37
3118,19878,24.4
3118,3990,24.45
3118,20989,24.46
3118,11835,24.47
3118,8987,24.5
3118,13118,24.51
3118,13638,24.56
3118,23461,24.58
3118,11434,24.59
3118,18915,24.6
3118,21185,24.6
3118,24201,24.6
3118,11964,24.67
3118,19240,24.67
3118,5896,24.69
3118,19403,24.7
3218,3592,23.68
3218,6901,23.73
3218,4513,23.78
3218,18696,23.86
3218,12812,23.86
3218,9706,23.94
3218,11964,23.99
3218,8331,24.01
3218,15760,24.02
3218,14778,24.1
3218,22941,24.13
3218,6646,24.16
3218,10668,24.19
3218,20447,24.21
3218,6999,24.22
3218,23544,24.22
3218,4536,24.24
3218,23752,24.37
3218,17230,24.43
3218,19846,24.45
3218,12094,24.46
3218,11793,24.49
3218,11257,24.51
3218,5896,24.51
3218,23116,24.53
3218,10219,24.55
3218,20009,24.55
3218,19291,24.56
3218,3983,24.57
3218,10938,24.58
3218,22191,24.59
3218,22718,24.61
3218,20000,24.62
3218,7264,24.64
3218,17402,24.65
3218,11239,24.67
3218,23176,24.69
3218,3948,24.7
3218,9451,24.7
3252,19827,20.82
3252,7933,21.09
3252,23151,21.45
3252,11558,21.59
3252,9218,22.22
3252,17630,22.45
3252,23994,22.56
3252,10093,22.68
3252,20724,22.88
3252,24906,22.95
3252,6018,22.98
3252,9902,23.02
3252,21554,23.12
3252,15641,23.12
3252,13009,23.13
3252,13450,23.13
3252,7115,23.17
3252,14719,23.2
3252,23775,23.21
3252,8161,23.35
3252,11809,23.38
3252,8054,23.41
3252,24003,23.48
3252,19431,23.61
3252,17956,23.67
3252,19098,23.68
3252,17765,23.7
3252,18624,23.72
3252,3871,23.72
3252,24000,23.74
3252,13837,23.91
3252,14505,23.91
3252,9420,23.94
3252,5205,23.96
3252,18856,23.98
3252,7353,24.01
3252,20649,24.01
3252,11801,24.04
3252,16384,24.05
3252,24251,24.08
3252,18981,24.11
3252,18901,24.15
3252,6604,24.15
3252,15267,24.16
3252,14559,24.16
3252,4681,24.19
3252,20674,24.19
3252,3983,24.22
3252,10615,24.22
3252,23298,24.25
3252,19758,24.26
3252,10815,24.28
3252,8681,24.28
3252,23116,24.36
3252,22872,24.36
3252,9556,24.37
3252,19436,24.38
3252,4508,24.38
3252,18655,24.4
3252,16421,24.41
3252,13680,24.44
3252,7702,24.46
3252,24494,24.47
3252,10773,24.5
3252,16171,24.51
3252,10475,24.52
3252,12284,24.56
3252,23103,24.56
3252,4688,24.58
3252,20691,24.59
3252,15929,24.59
3252,22941,24.6
3252,18997,24.61
3252,24728,24.61
3252,15902,24.62
3252,3504,24.62
3252,11052,24.63
3252,22363,24.66
3252,9203,24.67
3252,9426,24.72
3252,13204,24.72
3263,18605,22.53
3263,18396,23.01
3263,10668,23.19
3263,22718,23.35
3263,13158,23.42
3263,15321,23.68
3263,14624,23.77
3263,19291,23.78
3263,25005,23.8
3263,19240,23.81
3263,25357,23.82
3263,23151,23.98
3263,3990,24.0
3263,10688,24.04
3263,22203,24.04
3263,8331,24.15
3263,25753,24.18
3263,24386,24.19
3263,17938,24.21
3263,18577,24.24
3263,16181,24.25
3263,25611,24.25
3263,14916,24.25
3263,24418,24.26
3263,10557,24.27
3263,22872,24.28
3263,7353,24.38
3263,20989,24.4
3263,7299,24.41
3263,9203,24.42
3263,8621,24.42
3263,17618,24.45
3263,20292,24.49
3263,10130,24.54
3263,3871,24.55
3263,13755,24.56
3263,16859,24.58
3263,18147,24.59
3263,6063,24.61
3263,20782,24.62
3263,15264,24.65
3263,23544,24.66
3263,3504,24.66
3263,10703,24.7
3263,21394,24.7
3263,12204,24.71
3263,16549,24.71
3263,11732,24.72
3316,5544,23.09
3316,19419,23.21
3316,23270,23.38
3316,21550,23.45
3316,11019,23.55
3316,17823,23.58
3316,19663,23.6
3316,23456,23.61
3316,24114,23.67
3316,5182,23.74
3316,21875,23.84
3316,22576,23.86
3316,22944,23.9
3316,21185,23.94
3316,15929,24.0
3316,23103,24.08
3316,23176,24.12
3316,24728,24.13
3316,5780,24.16
3316,12084,24.18
3316,19403,24.2
3316,18147,24.29
3316,24344,24.32
3316,19786,24.35
3316,15928,24.36
3316,21391,24.37
3316,10170,24.4
3316,25860,24.42
3316,11364,24.48
3316,15873,24.51
3316,19349,24.53
3316,10668,24.54
3316,18952,24.57
3316,11835,24.58
3316,24674,24.58
3316,18516,24.59
3316,9489,24.61
3316,16984,24.63
3316,22941,24.63
3316,12201,24.63
3316,20521,24.63
3316,16799,24.66
3316,8758,24.67
3316,19763,24.68
3316,6346,24.69
3316,11225,24.7
3316,10467,24.71
3334,18293,20.17
3334,10475,20.85
3334,18314,20.91
3334,19431,20.96
3334,20521,21.1
3334,15577,21.34
3334,10935,21.44
3334,12854,21.46
3334,24203,21.53
3334,11364,21.55
3334,19758,21.8
3334,11801,21.84
3334,25044,21.87
3334,20649,21.87
3334,18856,22.0
3334,15813,22.09
3334,5412,22.14
3334,5205,22.15
3334,18624,22.23
3334,21112,22.32
3334,4508,22.53
3334,8161,22.54
3334,16199,22.55
3334,9902,22.63
3334,18655,22.65
3334,23715,22.68
3334,23298,22.74
3334,20211,22.76
3334,17194,22.79
3334,12201,22.81
3334,11809,22.81
3334,14411,22.84
3334,15641,22.85
3334,25027,22.86
3334,4977,22.91
3334,13843,22.93
3334,11606,22.97
3334,19633,22.99
3334,25812,23.01
3334,20674,23.09
3334,22105,23.1
3334,23460,23.18
3334,5559,23.22
3334,11835,23.22
3334,23680,23.22
3334,7194,23.24
3334,24251,23.27
3334,18997,23.39
3334,24229,23.44
3334,13447,23.48
3334,16496,23.49
3334,15950,23.56
3334,20724,23.57
3334,10011,23.61
3334,15902,23.66
3334,22642,23.68
3334,23385,23.7
3334,13675,23.71
3334,24201,23.75
3334,4422,23.77
3334,10815,23.79
3334,19833,23.8
3334,7384,23.82
3334,9218,23.87
3334,9556,23.88
3334,7148,23.9
3334,13393,23.9
3334,22953,23.93
3334,14210,23.95
3334,13450,23.95
3334,18981,23.97
3334,8631,23.97
3334,23456,23.98
3334,8621,23.99
3334,17451,24.03
3334,22191,24.05
3334,12025,24.14
3334,23994,24.15
3334,9706,24.16
3334,15746,24.17
3334,22939,24.19
3334,19589,24.21
3334,14719,24.24
3334,24906,24.26
3334,7762,24.26
3334,19436,24.27
3334,4736,24.27
3334,12204,24.31
3334,4933,24.31
3334,21554,24.33
3334,18994,24.34
3334,8828,24.36
3334,5544,24.36
3334,13620,24.37
3334,18901,24.38
3334,10093,24.38
3334,25382,24.4
3334,11558,24.41
3334,22941,24.44
3334,16549,24.47
3334,8627,24.51
3334,22637,24.51
3334,8084,24.52
3334,21100,24.53
3334,5323,24.55
3334,20647,24.55
3334,19827,24.6
3334,25005,24.61
3334,5182,24.62
3334,24418,24.64
3334,19489,24.65
3334,10640,24.66
3334,16859,24.67
3334,16492,24.7
3334,6298,24.71
3334,24579,24.72
3504,23775,20.76
3504,9218,21.18
3504,13755,21.4
3504,14863,21.46
3504,20730,21.72
3504,6063,21.91
3504,22953,22.03
3504,23456,22.37
3504,25716,22.4
3504,7115,22.49
3504,20674,22.5
3504,8627,22.54
3504,14719,22.58
3504,4681,22.69
3504,18147,22.75
3504,7933,22.84
3504,13044,22.84
3504,21502,22.92
3504,17938,22.94
3504,11835,23.0
3504,11809,23.01
3504,11407,23.09
3504,11403,23.1
3504,19436,23.15
3504,15927,23.15
3504,6346,23.15
3504,10815,23.16
3504,20691,23.19
3504,13009,23.21
3504,18624,23.23
3504,20649,23.4
3504,22642,23.4
3504,19431,23.41
3504,18655,23.45
3504,11052,23.45
3504,12084,23.47
3504,3990,23.48
3504,15145,23.51
3504,10241,23.61
3504,5559,23.64
3504,14411,23.65
3504,12204,23.68
3504,17650,23.71
3504,4936,23.72
3504,14916,23.73
3504,24989,23.74
3504,5395,23.75
3504,24674,23.75
3504,25611,23.81
3504,21708,23.82
3504,19271,23.84
3504,20724,23.85
3504,12025,23.86
3504,21554,23.87
3504,23680,23.87
3504,17618,23.9
3504,19763,23.91
3504,14505,23.95
3504,10557,23.96
3504,18994,24.01
3504,9203,24.02
3504,10475,24.03
3504,14637,24.04
3504,13447,24.05
3504,18516,24.05
3504,16496,24.07
3504,24003,24.07
3504,21391,24.11
3504,15950,24.12
3504,18605,24.12
3504,13843,24.13
3504,9420,24.14
3504,24000,24.14
3504,15902,24.15
3504,24494,24.19
3504,19827,24.22
3504,7194,24.23
3504,21394,24.24
3504,13080,24.27
3504,20211,24.27
3504,20782,24.31
3504,9902,24.42
3504,17451,24.42
3504,9556,24.44
3504,20447,24.46
3504,5994,24.48
3504,25677,24.49
3504,10688,24.51
3504,10093,24.53
3504,21100,24.54
3504,12617,24.54
3504,4299,24.56
3504,10773,24.56
3504,21550,24.58
3504,10615,24.58
3504,6999,24.58
3504,8574,24.6
3504,16455,24.6
3504,15267,24.63
3504,23151,24.64
3504,24906,24.65
3504,11036,24.66
3504,17194,24.66
3504,19098,24.67
3504,21185,24.67
3504,8161,24.68
3504,18914,24.69
3504,10467,24.7
3504,13602,24.71
3592,19489,21.27
3592,19349,21.33
3592,20624,21.83
3592,23544,22.42
3592,10466,22.57
3592,4299,22.69
3592,7148,22.75
3592,13080,22.83
3592,7299,22.84
3592,24114,22.88
3592,22916,22.95
3592,10938,22.96
3592,20289,23.1
3592,4688,23.15
3592,23461,23.21
3592,22191,23.23
3592,23993,23.42
3592,19413,23.53
