source,target,score
13673,16492,24.36
13673,16455,24.38
13673,23460,24.39
13673,22083,24.43
13673,21708,24.49
13673,15873,24.49
13673,21391,24.5
13673,26117,24.51
13673,18516,24.52
13673,16011,24.52
13673,19878,24.54
13673,24344,24.57
13673,17230,24.57
13673,23103,24.59
13673,16199,24.6
13673,16171,24.61
13673,23752,24.61
13673,23270,24.64
13673,16176,24.64
13673,24162,24.71
13673,19663,24.72
13673,23522,24.72
13673,18901,24.72
13675,18655,14.74
13675,20211,15.79
13675,23680,17.91
13675,17194,18.05
13675,20674,18.07
13675,17451,19.35
13675,20649,20.27
13675,21100,20.64
13675,15746,21.28
13675,25027,21.35
13675,18293,21.62
13675,20521,21.93
13675,19827,22.16
13675,20724,22.43
13675,25812,22.68
13675,19431,22.94
13675,15267,23.16
13675,23298,23.24
13675,15950,23.28
13675,15641,23.3
13675,20691,23.44
13675,18856,23.45
13675,21394,23.47
13675,19436,23.55
13675,21112,23.59
13675,15902,23.62
13675,18624,23.64
13675,15577,23.74
13675,19758,23.77
13675,19098,23.87
13675,14266,23.87
13675,23715,24.0
13675,13843,24.02
13675,18147,24.07
13675,21554,24.09
13675,22941,24.14
13675,24397,24.2
13675,24418,24.22
13675,24344,24.22
13675,24579,24.27
13675,22953,24.31
13675,14505,24.36
13675,24237,24.38
13675,24906,24.4
13675,20058,24.41
13675,20782,24.41
13675,23460,24.46
13675,17233,24.47
13675,14719,24.49
13675,18914,24.51
13675,16464,24.51
13675,24766,24.52
13675,14411,24.55
13675,24728,24.63
13675,23994,24.65
13675,21502,24.66
13675,18577,24.66
13675,21875,24.67
13675,20647,24.68
13675,18997,24.69
13680,16455,21.71
13680,17486,22.91
13680,18516,22.95
13680,25677,23.09
13680,13837,23.19
13680,18856,23.22
13680,24251,23.37
13680,19827,23.72
13680,19098,23.74
13680,22637,23.8
13680,21185,23.9
13680,24494,23.97
13680,17466,24.04
13680,22642,24.05
13680,23522,24.06
13680,14719,24.08
13680,23680,24.11
13680,18994,24.14
13680,20649,24.16
13680,23994,24.21
13680,14778,24.27
13680,20730,24.29
13680,18293,24.32
13680,24113,24.36
13680,24003,24.38
13680,20211,24.39
13680,15723,24.51
13680,24728,24.51
13680,26117,24.55
13680,23270,24.56
13680,24674,24.58
13680,18624,24.58
13680,14505,24.58
13680,17630,24.62
13680,25716,24.62
13680,19238,24.64
13680,18655,24.66
13680,24386,24.68
13680,22083,24.68
13680,16032,24.71
13680,22872,24.72
13755,15927,18.7
13755,21502,19.02
13755,14863,19.57
13755,15145,20.14
13755,25611,20.880000000000003
13755,20730,21.6
13755,18994,21.85
13755,15679,21.93
13755,20782,21.95
13755,23456,22.06
13755,24504,22.56
13755,23775,22.65
13755,14719,22.72
13755,21687,22.77
13755,25716,22.94
13755,20358,22.96
13755,22203,22.96
13755,16952,23.1
13755,14637,23.17
13755,24989,23.19
13755,19827,23.28
13755,24545,23.42
13755,14266,23.45
13755,20674,23.48
13755,22637,23.52
13755,25382,23.63
13755,18516,23.64
13755,24386,23.67
13755,15950,23.72
13755,20009,23.81
13755,22642,23.86
13755,13843,23.93
13755,17618,23.97
13755,16464,24.13
13755,23752,24.13
13755,24251,24.13
13755,13837,24.16
13755,20649,24.18
13755,18624,24.2
13755,21554,24.25
13755,18147,24.27
13755,18605,24.3
13755,20447,24.33
13755,21185,24.37
13755,21708,24.38
13755,19291,24.4
13755,16199,24.42
13755,23522,24.44
13755,19098,24.51
13755,17194,24.54
13755,15267,24.56
13755,14778,24.6
13755,17466,24.68
13755,23680,24.69
13755,20624,24.69
13755,14624,24.69
13755,23116,24.71
13837,15992,21.11
13837,22944,21.21
13837,19098,21.44
13837,19403,21.52
13837,19413,22.33
13837,18516,22.69
13837,14133,22.88
13837,25677,23.18
13837,17486,23.22
13837,17823,23.52
13837,23522,23.54
13837,16492,23.56
13837,22083,23.6
13837,18901,23.72
13837,20730,23.73
13837,24251,23.73
13837,15873,23.79
13837,15913,23.81
13837,15929,23.82
13837,21554,23.82
13837,23461,23.86
13837,23993,23.89
13837,18952,23.89
13837,16199,23.98
13837,16384,23.98
13837,17765,24.01
13837,23103,24.05
13837,23270,24.15
13837,19419,24.16
13837,16455,24.23
13837,18396,24.23
13837,18624,24.24
13837,22916,24.24
13837,17938,24.26
13837,16496,24.3
13837,15894,24.31
13837,21550,24.33
13837,16984,24.34
13837,17630,24.38
13837,24114,24.42
13837,20447,24.43
13837,18994,24.44
13837,15679,24.44
13837,16691,24.46
13837,19663,24.47
13837,14624,24.53
13837,19878,24.55
13837,19692,24.55
13837,24344,24.55
13837,15902,24.56
13837,24386,24.59
13837,24000,24.59
13837,18293,24.64
13837,19827,24.67
13837,23994,24.67
13837,18997,24.68
13837,24113,24.68
13837,14719,24.69
13843,20724,20.66
13843,24203,21.39
13843,20649,21.96
13843,15577,22.27
13843,18856,22.34
13843,19436,22.48
13843,15950,22.51
13843,19758,22.58
13843,21100,22.66
13843,20674,22.66
13843,25027,22.73
13843,19431,22.96
13843,19489,23.0
13843,14863,23.03
13843,18655,23.06
13843,18997,23.08
13843,16492,23.12
13843,23994,23.23
13843,16199,23.25
13843,19833,23.27
13843,23680,23.28
13843,16549,23.33
13843,23715,23.38
13843,17194,23.48
13843,19633,23.5
13843,22105,23.52
13843,22953,23.53
13843,15145,23.56
13843,20521,23.58
13843,20647,23.58
13843,18293,23.6
13843,22939,23.62
13843,23775,23.66
13843,20211,23.67
13843,25716,23.68
13843,14719,23.72
13843,22941,23.73
13843,23456,23.74
13843,24397,23.75
13843,15902,23.79
13843,14464,23.83
13843,15813,23.84
13843,20289,23.94
13843,14210,23.97
13843,14411,24.0
13843,26117,24.03
13843,24504,24.05
13843,22642,24.08
13843,15746,24.12
13843,18981,24.18
13843,25044,24.21
13843,21112,24.26
13843,24229,24.35
13843,18605,24.35
13843,18314,24.36
13843,21748,24.36
13843,23339,24.38
13843,15927,24.4
13843,15267,24.41
13843,20691,24.43
13843,24674,24.43
13843,24000,24.45
13843,21502,24.46
13843,19827,24.5
13843,23298,24.51
13843,25812,24.52
13843,21687,24.59
13843,24003,24.68
13843,17451,24.71
14122,19786,22.08
14122,24906,23.63
14122,15721,23.89
14122,16421,23.98
14122,25557,24.21
14122,16799,24.4
14122,19238,24.48
14122,21502,24.56
14122,24284,24.58
14122,22191,24.59
14122,20914,24.63
14122,17230,24.64
14122,24162,24.67
14122,25716,24.68
14122,15577,24.72
14133,22916,19.87
14133,18901,21.36
14133,19340,21.44
14133,19489,21.57
14133,24251,21.73
14133,15873,22.6
14133,17765,22.61
14133,15902,22.76
14133,23993,22.76
14133,18314,22.87
14133,21391,22.91
14133,16384,22.98
14133,22191,23.01
14133,20624,23.1
14133,24229,23.14
14133,15929,23.16
14133,19413,23.23
14133,23103,23.27
14133,19349,23.28
14133,23270,23.29
14133,24114,23.32
14133,25357,23.37
14133,23461,23.44
14133,16722,23.45
14133,25044,23.46
14133,16549,23.49
14133,17823,23.55
14133,23176,23.58
14133,19403,23.59
14133,18516,23.62
14133,14411,23.68
14133,23460,23.72
14133,21550,23.79
14133,20289,23.79
14133,24203,23.93
14133,16691,23.96
14133,15992,24.02
14133,23385,24.03
14133,16638,24.05
14133,25677,24.17
14133,19763,24.24
14133,22944,24.25
14133,22105,24.25
14133,14464,24.27
14133,19663,24.31
14133,22083,24.32
14133,16496,24.34
14133,18705,24.45
14133,18396,24.47
14133,16984,24.47
14133,17486,24.52
14133,21708,24.59
14133,14559,24.61
14133,17938,24.65
14133,24000,24.66
14133,22440,24.69
14133,18624,24.69
14133,21112,24.7
14133,15641,24.71
14133,16492,24.71
14133,25860,24.72
14210,19633,21.91
14210,25812,22.61
14210,24229,22.9
14210,23993,23.04
14210,14464,23.13
14210,15902,23.21
14210,16549,23.21
14210,19833,23.28
14210,18314,23.35
14210,16384,23.38
14210,15813,23.41
14210,19758,23.43
14210,22105,23.44
14210,19436,23.5
14210,23715,23.53
14210,23460,23.55
14210,19489,23.6
14210,20289,23.64
14210,26117,23.66
14210,24203,23.67
14210,17650,23.67
14210,18577,23.69
14210,15577,23.73
14210,19349,23.74
14210,25753,23.93
14210,25005,23.98
14210,23339,24.02
14210,18994,24.09
14210,25860,24.11
14210,22191,24.15
14210,16011,24.2
14210,17402,24.2
14210,22953,24.24
14210,16722,24.26
14210,18019,24.29
14210,18293,24.3
14210,20624,24.32
14210,24201,24.37
14210,16496,24.38
14210,16181,24.38
14210,20724,24.38
14210,22637,24.4
14210,22939,24.45
14210,24237,24.51
14210,18915,24.54
14210,15510,24.55
14210,18605,24.56
14210,17956,24.56
14210,23176,24.59
14210,25044,24.61
14210,19792,24.62
14210,24000,24.62
14210,14916,24.67
14210,16492,24.68
14210,20184,24.72
14266,19692,22.27
14266,22637,22.91
14266,20782,22.94
14266,18605,22.99
14266,20649,23.25
14266,16638,23.8
14266,20211,23.86
14266,17451,23.92
14266,24113,23.92
14266,23298,24.03
14266,23544,24.11
14266,18655,24.14
14266,17194,24.18
14266,14863,24.2
14266,22642,24.31
14266,18705,24.34
14266,25044,24.35
14266,17233,24.41
14266,20447,24.42
14266,21554,24.45
14266,15927,24.46
14266,25611,24.49
14266,24000,24.5
14266,26117,24.51
14266,15264,24.52
14266,19758,24.53
14266,23715,24.53
14266,16277,24.55
14266,21502,24.55
14266,22363,24.58
14266,23680,24.61
14266,15145,24.65
14266,15950,24.67
14266,15913,24.69
14411,15813,21.28
14411,15902,21.48
14411,18997,21.55
14411,20674,21.57
14411,22105,22.21
14411,17938,22.27
14411,18856,22.37
14411,18624,22.55
14411,23522,22.55
14411,19431,22.69
14411,19833,22.74
14411,21112,22.77
14411,23103,22.84
14411,21554,23.0
14411,24251,23.01
14411,22363,23.02
14411,23460,23.03
14411,18901,23.04
14411,24229,23.06
14411,24674,23.08
14411,20691,23.09
14411,14719,23.13
14411,15641,23.14
14411,18314,23.14
14411,22642,23.15
14411,19489,23.15
14411,24203,23.22
14411,23298,23.23
14411,16496,23.24
14411,15577,23.25
14411,22953,23.27
14411,18293,23.38
14411,20730,23.49
14411,24397,23.57
14411,23775,23.59
14411,15267,23.62
14411,14863,23.63
14411,16199,23.65
14411,19758,23.66
14411,21391,23.69
14411,20724,23.7
14411,18605,23.73
14411,22637,23.77
14411,16384,23.79
14411,20521,23.92
14411,24906,23.93
14411,14464,23.93
14411,20649,23.99
14411,24000,24.05
14411,18981,24.06
14411,16549,24.07
14411,23151,24.11
14411,15950,24.13
14411,23339,24.27
14411,15873,24.29
14411,22939,24.3
14411,18516,24.34
14411,25044,24.38
14411,25860,24.39
14411,15723,24.44
14411,16691,24.44
14411,25557,24.51
14411,17765,24.54
14411,24545,24.57
14411,17233,24.57
14411,19763,24.59
14411,18994,24.66
14411,25677,24.66
14411,20624,24.67
14411,14624,24.68
14411,15264,24.68
14411,18147,24.72
14464,16549,19.78
14464,24203,22.11
14464,20289,22.18
14464,22105,22.41
14464,24674,22.6
14464,22191,22.63
14464,19489,22.81
14464,24229,22.91
14464,15577,23.3
14464,18293,23.37
14464,25044,23.42
14464,15902,23.45
14464,18314,23.47
14464,15813,23.48
14464,21112,23.51
14464,19633,23.52
14464,20724,23.56
14464,18997,23.66
14464,15321,23.68
14464,23339,23.69
14464,18901,23.91
14464,22941,23.94
14464,24906,23.98
14464,23385,23.98
14464,18396,24.1
14464,22953,24.12
14464,18605,24.21
14464,19349,24.25
14464,21391,24.26
14464,24397,24.29
14464,23522,24.32
14464,14624,24.35
14464,25027,24.36
14464,23715,24.41
14464,26117,24.42
14464,18856,24.45
14464,14863,24.51
14464,17765,24.52
14464,16384,24.54
14464,23460,24.55
14464,19758,24.61
14464,25812,24.64
14464,18624,24.65
14464,20184,24.66
14464,18577,24.68
14464,17938,24.69
14464,23298,24.72
14505,14559,22.33
14505,16496,22.42
14505,22872,22.95
14505,22953,23.2
14505,15641,23.38
14505,15929,23.45
14505,19827,23.52
14505,19436,23.55
14505,20691,23.65
14505,24906,23.66
14505,18147,23.74
14505,24003,23.74
14505,14916,23.75
14505,19271,23.75
14505,24397,23.77
14505,23775,23.8
14505,24728,23.82
14505,16859,23.9
14505,15950,23.92
14505,19098,23.94
14505,23151,23.98
14505,22718,24.02
14505,22941,24.04
14505,18655,24.06
14505,15267,24.07
14505,17630,24.07
14505,19763,24.1
14505,23339,24.19
14505,20624,24.28
14505,24504,24.28
14505,18624,24.31
14505,17650,24.36
14505,20647,24.39
14505,21708,24.39
14505,25382,24.39
14505,20211,24.44
14505,20649,24.45
14505,20058,24.49
14505,15927,24.5
14505,15992,24.5
14505,17938,24.5
14505,16455,24.56
14505,25716,24.61
14505,25860,24.63
14505,19833,24.63
14505,18516,24.64
14505,24114,24.68
14559,23151,21.97
14559,19763,21.99
14559,16492,22.01
14559,15873,22.02
14559,19340,22.2
14559,15929,22.28
14559,19436,22.56
14559,23715,22.61
14559,23385,22.69
14559,22941,22.95
14559,22939,22.98
14559,20289,23.09
14559,17630,23.16
14559,20724,23.25
14559,19633,23.26
14559,24003,23.31
14559,17938,23.35
14559,22191,23.36
14559,22718,23.37
14559,14916,23.43
14559,17823,23.56
14559,15813,23.66
14559,15992,23.66
14559,25044,23.74
14559,25860,23.82
14559,18147,23.87
14559,25357,23.92
14559,22145,23.96
14559,26117,24.05
14559,22953,24.1
14559,23176,24.12
14559,19792,24.14
14559,23994,24.19
14559,21780,24.23
14559,17765,24.25
14559,18655,24.26
14559,23339,24.32
14559,19098,24.32
14559,19413,24.33
14559,21391,24.33
14559,16984,24.36
14559,20058,24.37
14559,22645,24.44
14559,19392,24.44
14559,21748,24.45
14559,20649,24.49
14559,21550,24.52
14559,18901,24.55
14559,18075,24.57
14559,16171,24.58
14559,22916,24.58
14559,23544,24.61
14559,19827,24.61
14559,16032,24.62
14559,17650,24.63
14559,24674,24.67
14559,19758,24.69
14559,20647,24.71
14559,25716,24.72
14624,15264,21.55
14624,16638,22.8
14624,18705,23.66
14624,16181,23.85
14624,20989,24.16
14624,18605,24.17
14624,16549,24.24
14624,15927,24.24
14624,20234,24.25
14624,18696,24.28
14624,22637,24.4
14624,18075,24.44
14624,25357,24.45
14624,18396,24.46
14624,24766,24.48
14624,20292,24.56
14624,25557,24.56
14624,15813,24.58
14624,22203,24.59
14624,24579,24.6
14624,19392,24.61
14624,15321,24.64
14624,17798,24.65
14624,23116,24.65
14624,19692,24.66
14624,19846,24.68
14624,24229,24.7
14624,19240,24.7
14624,15145,24.72
14637,16122,20.66
14637,15679,20.73
14637,23752,23.16
14637,21502,23.29
14637,25611,23.81
14637,19238,23.96
14637,22203,24.03
14637,16952,24.05
14637,20358,24.08
14637,16464,24.25
14637,24989,24.32
14637,20730,24.49
14637,21687,24.5
14637,16171,24.59
14637,17466,24.62
14637,15723,24.63
14656,22944,21.96
14656,22083,22.18
14656,15913,22.93
14656,21550,23.42
14656,24162,23.43
14656,15929,23.45
14656,16984,23.85
14656,19419,23.86
14656,14916,23.89
14656,19403,24.01
14656,17230,24.11
14656,20624,24.12
14656,19271,24.15
14656,21394,24.27
14656,14778,24.33
14656,23461,24.4
14656,19413,24.45
14656,15992,24.48
14656,23793,24.5
14656,16277,24.5
14656,23176,24.56
14656,20914,24.58
14656,21780,24.62
14656,21391,24.66
14656,19878,24.66
14719,17938,21.94
14719,18994,22.49
14719,20674,22.54
14719,22718,22.78
14719,23339,23.0
14719,14863,23.08
14719,24229,23.32
14719,15950,23.33
14719,18147,23.35
14719,19827,23.36
14719,16384,23.4
14719,24251,23.42
14719,18856,23.5
14719,23151,23.51
14719,22953,23.51
14719,16859,23.53
14719,25027,23.6
14719,15267,23.62
14719,25677,23.67
14719,18997,23.68
14719,19489,23.8
14719,25716,23.8
14719,24114,23.82
14719,15641,23.85
14719,23775,23.92
14719,20782,23.92
14719,15813,23.96
14719,20730,23.99
14719,19098,24.04
14719,23461,24.1
14719,20624,24.1
14719,20691,24.15
14719,21708,24.19
14719,17466,24.2
14719,18624,24.2
14719,15321,24.21
14719,17798,24.22
14719,24989,24.22
14719,24003,24.29
14719,18901,24.3
14719,21391,24.31
14719,18516,24.33
14719,15902,24.34
14719,23680,24.38
14719,24397,24.38
14719,15145,24.38
14719,17630,24.38
14719,23522,24.39
14719,18293,24.42
14719,23456,24.43
14719,19692,24.45
14719,17765,24.48
14719,19833,24.49
14719,18981,24.5
14719,22642,24.51
14719,22576,24.52
14719,16199,24.52
14719,15134,24.55
14719,17650,24.55
14719,19633,24.59
14719,15927,24.62
14719,19846,24.64
14719,21502,24.64
14719,19436,24.66
14719,24344,24.66
14719,18396,24.67
14719,19663,24.69
14778,17233,23.98
14778,24000,24.07
14778,19846,24.11
14778,17618,24.15
14778,16171,24.28
14778,14916,24.29
14778,21780,24.32
14778,17230,24.41
14778,23736,24.42
14778,24728,24.45
14778,18952,24.45
14778,18994,24.52
14778,20730,24.53
14778,16011,24.55
14778,21550,24.56
14778,16032,24.58
14778,16550,24.63
14778,22145,24.66
14778,17956,24.66
14778,23544,24.68
14778,20000,24.69
14778,22637,24.69
14778,15927,24.71
14778,24003,24.71
14778,23779,24.71
14778,20058,24.72
14778,22083,24.72
14863,15145,18.82
14863,23456,19.08
14863,21502,20.65
14863,25382,20.96
14863,25611,21.31
14863,20730,21.43
14863,20649,21.75
14863,15927,22.12
14863,22203,22.21
14863,22642,22.36
14863,24504,22.37
14863,25716,22.52
14863,23775,22.57
14863,21687,22.86
14863,18994,22.94
14863,22953,22.97
14863,20782,23.02
14863,15679,23.24
14863,17650,23.25
14863,23752,23.51
14863,24989,23.61
14863,15928,23.62
14863,20691,23.63
14863,20358,23.69
14863,17938,23.72
14863,17798,23.93
14863,16984,23.97
14863,23103,23.99
14863,21391,24.04
14863,15950,24.05
14863,18147,24.11
14863,21394,24.14
14863,18997,24.2
14863,18901,24.28
14863,22944,24.32
14863,21185,24.41
14863,24114,24.42
14863,24203,24.52
14863,18856,24.56
14863,23116,24.56
14863,15760,24.58
14863,18605,24.59
14863,24251,24.61
14863,21875,24.62
14863,17466,24.63
14863,20234,24.66
14916,19271,21.94
14916,22953,22.54
14916,20289,22.57
14916,17650,22.81
14916,21550,23.03
14916,17402,23.39
14916,21708,23.62
14916,23176,23.7
14916,17230,23.7
14916,22440,23.74
14916,22718,23.75
14916,19633,23.78
14916,26117,23.82
14916,25753,24.03
14916,23775,24.07
14916,18396,24.08
14916,16011,24.16
14916,17630,24.19
14916,25005,24.23
14916,24003,24.31
14916,24989,24.4
14916,19436,24.42
14916,21780,24.44
14916,15321,24.45
14916,20624,24.55
14916,23385,24.55
14916,21391,24.56
14916,20058,24.63
14916,25812,24.65
14916,19792,24.69
15134,23879,22.5
15134,24000,22.93
15134,22576,23.56
15134,15603,23.8
15134,15267,24.07
15134,21780,24.08
15134,16799,24.1
15134,17618,24.14
15134,20000,24.28
15134,16032,24.36
15134,23151,24.45
15134,22939,24.52
15134,17798,24.57
15134,24397,24.58
15134,17823,24.62
15134,23103,24.7
15134,22944,24.7
15145,20782,20.37
15145,21502,20.42
15145,15927,21.39
15145,23456,21.43
15145,20730,21.55
15145,22203,21.84
15145,25611,21.96
15145,24989,22.62
15145,24504,22.67
15145,25716,22.93
15145,25382,22.98
15145,24203,23.08
15145,22642,23.19
15145,20358,23.3
15145,23752,23.5
15145,23461,23.54
15145,15950,23.64
15145,18605,23.72
15145,23775,24.0
15145,17618,24.0
15145,15679,24.01
15145,25677,24.07
15145,18994,24.13
15145,21687,24.19
15145,20649,24.22
15145,18516,24.23
15145,24386,24.25
15145,24251,24.3
15145,19692,24.41
15145,24545,24.43
15145,17798,24.5
15145,17466,24.54
15145,17650,24.63
15145,24114,24.67
15145,15813,24.67
15145,24229,24.67
15264,16638,22.77
15264,18705,23.13
15264,25357,23.53
15264,24494,23.75
15264,16277,23.99
15264,24545,24.0
15264,21112,24.09
15264,19353,24.16
15264,23460,24.19
15264,25005,24.21
15264,18605,24.29
15264,23793,24.32
15264,20989,24.35
15264,15679,24.52
15264,24418,24.57
15264,15321,24.61
15264,23775,24.68
15264,18696,24.69
15264,15813,24.7
15264,23456,24.7
15267,20691,21.33
15267,25860,21.46
15267,22363,22.19
15267,17938,22.24
15267,15641,22.77
15267,19763,23.02
15267,15813,23.12
15267,23680,23.15
15267,20058,23.21
15267,22145,23.28
15267,23151,23.39
15267,21708,23.4
15267,24251,23.4
15267,25027,23.49
15267,20674,23.51
15267,18147,23.59
15267,15321,23.6
15267,15950,23.65
15267,15902,23.66
15267,25812,23.67
15267,24906,23.75
15267,23994,23.78
15267,22953,23.87
15267,20289,23.89
15267,16859,23.98
15267,22718,24.01
15267,18624,24.13
15267,25677,24.13
15267,19353,24.16
15267,19833,24.16
15267,21100,24.16
15267,21391,24.18
15267,16496,24.19
15267,24397,24.33
15267,24418,24.37
15267,17823,24.41
15267,20724,24.42
15267,23522,24.46
15267,17233,24.5
15267,24579,24.52
15267,25753,24.53
15267,19827,24.61
15267,19436,24.63
15267,23993,24.64
15267,17630,24.65
15267,21502,24.65
15267,19098,24.66
15267,16176,24.68
15267,17194,24.68
15267,20647,24.69
15321,22718,21.34
15321,24418,22.33
15321,23339,22.66
15321,22363,22.67
15321,24229,22.92
15321,15813,22.97
15321,17233,22.99
15321,20058,23.07
15321,25357,23.14
15321,25027,23.17
15321,20289,23.22
15321,24579,23.39
15321,16859,23.51
15321,19692,23.54
15321,16384,23.59
15321,15913,23.62
15321,18577,23.64
15321,21100,23.67
15321,25005,23.72
15321,18901,23.79
15321,18396,23.84
15321,18705,23.85
15321,19833,23.87
15321,25753,23.87
15321,24397,23.9
15321,16277,23.94
15321,19489,24.01
15321,16638,24.06
15321,24203,24.22
15321,17230,24.28
15321,21708,24.32
15321,16722,24.38
15321,19413,24.41
15321,25812,24.42
15321,23176,24.44
15321,18914,24.46
15321,21748,24.49
15321,19392,24.49
15321,25044,24.49
15321,19238,24.52
15321,16176,24.52
15321,22645,24.52
15321,19931,24.53
15321,20674,24.63
15321,21394,24.63
15321,23460,24.69
15321,25557,24.7
15321,15950,24.72
15510,20184,21.23
15510,24113,23.6
15510,16984,23.92
15510,16176,23.95
15510,20989,24.0
15510,24494,24.0
15510,17618,24.21
15510,19403,24.24
15510,23461,24.3
15510,16384,24.36
15510,15913,24.37
15510,22944,24.4
15510,22872,24.42
15510,21185,24.5
15510,24989,24.5
15510,16799,24.51
15510,16496,24.52
15510,16277,24.63
15510,18395,24.64
15510,17956,24.66
15510,15603,24.67
15510,20447,24.72
15565,15913,22.66
15565,24162,23.33
15565,20292,23.38
15565,18696,23.43
15565,23522,23.72
15565,22440,23.73
15565,18396,23.93
15565,18624,24.12
15565,25557,24.13
15565,22083,24.14
15565,22645,24.18
15565,21394,24.41
15565,18075,24.44
15565,16952,24.53
15565,22637,24.57
15565,25005,24.64
15565,20234,24.69
15565,23461,24.72
15565,24545,24.72
15565,18914,24.72
15577,20724,19.45
15577,16549,20.93
15577,19431,20.94
15577,20649,21.57
15577,18856,21.66
15577,20521,21.71
15577,22941,22.02
15577,24203,22.18
15577,26117,22.25
15577,18293,22.37
15577,21100,22.66
15577,24674,22.68
15577,21112,22.69
15577,24229,22.78
15577,18655,23.14
15577,23715,23.16
15577,20211,23.23
15577,18997,23.23
15577,23385,23.26
15577,15950,23.32
15577,24418,23.33
15577,17233,23.4
15577,25027,23.44
15577,22191,23.52
15577,18314,23.58
15577,22939,23.71
15577,19633,23.76
15577,24000,23.77
15577,25812,23.79
15577,20647,23.81
15577,17194,23.84
15577,19758,23.95
15577,22953,24.06
15577,15746,24.08
15577,16492,24.11
15577,23339,24.17
15577,24397,24.18
15577,20674,24.19
15577,22105,24.24
15577,23298,24.26
15577,25382,24.3
15577,23680,24.37
15577,19833,24.43
15577,18605,24.48
15577,17451,24.5
15577,23460,24.51
15577,16496,24.54
15577,19589,24.55
15577,19692,24.55
15577,24494,24.7
15603,15721,22.26
15603,19786,23.25
15603,21875,23.4
15603,23779,23.94
15603,18952,23.97
15603,23544,23.98
15603,20730,24.51
15603,19240,24.51
15603,15929,24.53
15603,17798,24.55
15603,15992,24.72
15641,18624,20.08
15641,24251,21.2
15641,17938,22.79
15641,20649,22.9
15641,23994,23.07
15641,22637,23.16
15641,16496,23.18
15641,19758,23.21
15641,22642,23.22
15641,20058,23.35
15641,18856,23.37
15641,15902,23.51
15641,16984,23.55
15641,18314,23.58
15641,20691,23.59
15641,22953,23.85
15641,20647,23.91
15641,19827,24.05
15641,18655,24.07
15641,24201,24.08
15641,22363,24.1
15641,19833,24.14
15641,25860,24.18
15641,19098,24.24
15641,18293,24.3
15641,21554,24.3
15641,22105,24.35
15641,23680,24.35
15641,20674,24.36
15641,16952,24.36
15641,15929,24.37
15641,18981,24.41
15641,19431,24.44
15641,15746,24.46
15641,23460,24.48
15641,25027,24.5
15641,23151,24.5
15641,17630,24.53
15641,19340,24.58
15641,20521,24.62
15641,16722,24.64
15641,20211,24.66
15641,17451,24.68
15641,20730,24.69
15641,19436,24.69
15641,23116,24.71
15679,25611,21.68
15679,16464,21.8
15679,21687,22.28
15679,21502,22.3
15679,24989,22.55
15679,18994,22.6
15679,23456,22.91
15679,20358,23.17
15679,23752,23.24
15679,22576,23.45
15679,16952,23.47
15679,15927,23.69
15679,16122,23.7
15679,25716,23.77
15679,22203,23.78
15679,25382,23.81
15679,21708,23.83
15679,19419,24.03
15679,23522,24.03
15679,24344,24.04
15679,18952,24.14
15679,20730,24.17
15679,23461,24.18
15679,15894,24.23
15679,24504,24.3
15679,20782,24.38
15679,19589,24.5
15679,23993,24.5
15679,25557,24.55
15679,17466,24.55
15679,21394,24.59
15679,19238,24.63
15721,21875,21.56
15721,24284,21.77
15721,19786,23.99
15721,19392,24.18
15721,23793,24.31
15721,15894,24.32
15721,20358,24.63
15721,17233,24.68
15723,19931,16.11
15723,17233,23.8
15723,21554,23.9
15723,18696,24.13
15723,19392,24.28
15723,17466,24.31
15723,16171,24.34
15723,25677,24.4
15723,16492,24.43
15723,16638,24.44
15723,23298,24.59
15723,23752,24.62
15723,22191,24.62
15746,23680,20.64
15746,18655,21.49
15746,25027,21.64
15746,24579,21.72
15746,20211,21.83
15746,20674,22.22
15746,21100,22.6
15746,19589,22.6
15746,17194,22.62
15746,20649,23.05
15746,18293,23.53
15746,22718,23.59
15746,16952,23.8
15746,20691,23.84
15746,16859,24.01
15746,19758,24.06
15746,22941,24.19
15746,20782,24.25
15746,22953,24.29
15746,24397,24.32
15746,20521,24.38
15746,16464,24.4
15746,24418,24.42
15746,24504,24.43
15746,21112,24.46
15746,18962,24.53
15746,21394,24.58
15746,15950,24.6
15746,19431,24.61
15746,16722,24.62
15746,19340,24.63
15746,20358,24.65
15746,20000,24.66
15746,24237,24.66
15746,17650,24.71
15752,21748,23.49
15752,22145,23.9
15752,19392,24.12
15752,20000,24.3
15752,23385,24.38
15752,19403,24.47
15752,16421,24.47
15752,15927,24.53
15752,22440,24.55
15752,19633,24.62
15752,17451,24.66
15752,19238,24.69
15752,18577,24.7
15752,25005,24.72
15752,19827,24.72
15752,22105,24.72
15760,23879,22.69
15760,24284,23.0
15760,16421,24.06
15760,17466,24.11
15760,20000,24.15
15760,24201,24.22
15760,18914,24.22
15760,22944,24.22
15760,19419,24.27
15760,18395,24.36
15760,16799,24.4
15760,24003,24.44
15760,19192,24.52
15760,17402,24.52
15760,19403,24.55
15760,22576,24.55
15760,18994,24.57
15760,17956,24.57
15760,24989,24.65
15760,19436,24.7
15813,15902,20.64
15813,23339,21.07
15813,20691,21.24
15813,19633,21.74
15813,25044,21.83
15813,25860,22.11
15813,24203,22.2
15813,18314,22.25
15813,19833,22.27
15813,24229,22.55
15813,21708,22.57
15813,25812,22.82
15813,22953,22.86
15813,23715,22.99
15813,18605,23.08
15813,22363,23.08
15813,16199,23.29
